dataset,split,seed,method,n_test,n_cliffB,n_cliffA,cov_all,cov_cliffB,cov_noncliffB,gapB_pp,cov_cliffA,cov_noncliffA,gapA_pp,width_all,width_cliffA,width_noncliffA
CHEMBL204_Ki,random,89165191,knn_weighted,551,29,60,0.9382940108892922,0.8620689655172413,0.9425287356321839,8.045977011494255,0.9166666666666666,0.9409368635437881,2.427019687712151,2.9327811891214672,3.1188555565098723,2.9100429772206438
CHEMBL204_Ki,random,89165191,adaptive,551,29,60,0.9019963702359347,0.7586206896551724,0.9099616858237548,15.134099616858244,0.8166666666666667,0.9124236252545825,9.575695858791589,3.584697301183155,4.185642728695941,3.5112620147253817
CHEMBL204_Ki,random,89165191,weighted_shift,551,29,60,0.9328493647912885,0.7931034482758621,0.9406130268199234,14.750957854406133,0.8833333333333333,0.9389002036659878,5.556687033265451,3.0037468838908232,3.0037468838908223,3.0037468838908237
CHEMBL204_Ki,random,89165191,cqr,551,29,60,0.9128856624319419,0.8275862068965517,0.9176245210727969,9.00383141762452,0.8666666666666667,0.9185336048879837,5.186693822131705,2.974585543666946,2.955568106711804,2.976909466716454
CHEMBL204_Ki,scaffold,34332121,global,551,14,51,0.8457350272232305,0.7142857142857143,0.8491620111731844,13.487629688747004,0.7647058823529411,0.854,8.929411764705886,2.7656095324534022,2.765609532453401,2.7656095324534022
CHEMBL204_Ki,scaffold,34332121,mondrian_wstd,551,14,51,0.8457350272232305,0.7142857142857143,0.8491620111731844,13.487629688747004,0.7647058823529411,0.854,8.929411764705886,2.7656095324534022,2.765609532453401,2.7656095324534022
CHEMBL204_Ki,scaffold,34332121,mondrian_rfstd,551,14,51,0.8312159709618875,0.5,0.839851024208566,33.985102420856606,0.6666666666666666,0.848,18.133333333333333,2.5663106070729,2.4468263637406458,2.5784979998927904
CHEMBL204_Ki,scaffold,34332121,cluster,551,14,51,0.8856624319419237,0.8571428571428571,0.8864059590316573,2.9263101888800214,0.8627450980392157,0.888,2.525490196078428,3.198321277161984,3.197276788263915,3.1984278150295875
CHEMBL204_Ki,scaffold,34332121,knn_weighted,551,14,51,0.8693284936479129,0.6428571428571429,0.8752327746741154,23.23756318169725,0.8235294117647058,0.874,5.047058823529415,2.9289534252765455,3.0367955174438674,2.9179535318754786
CHEMBL204_Ki,scaffold,34332121,adaptive,551,14,51,0.8947368421052632,0.7857142857142857,0.8975791433891993,11.18648576749136,0.8627450980392157,0.898,3.525490196078429,3.5815891433899965,3.591100045175422,3.580619031407883
