dataset,split,seed,signal,auc_fail,auc_cliffB,auc_cliffA,misalignB,misalignA
CHEMBL204_Ki,random,89165191,d_nb,0.5218214323272689,0.39116792178623333,0.3298540393754243,0.13065351054103552,0.19196739295184456
CHEMBL204_Ki,random,89165191,d_nn_sim,0.5237312887915297,0.1280395658744333,0.16263269639065817,0.3956917229170964,0.3610985924008716
CHEMBL204_Ki,scaffold,34332121,rf_std,0.685130017672305,0.4957435488161745,0.43788235294117644,0.18938646885613047,0.24724766473112852
CHEMBL204_Ki,scaffold,34332121,d_wstd,0.6554488578495562,0.6172857142857143,0.5956111476848804,0.03816314356384187,0.05983771016467576
CHEMBL204_Ki,scaffold,34332121,d_nb,0.4961625852057561,0.1908752327746741,0.38776470588235296,0.305287352431082,0.10839787932340317
CHEMBL204_Ki,scaffold,34332121,d_nn_sim,0.5856976575003637,0.04364285714285714,0.33642747421549263,0.5420548003575066,0.2492701832848711
CHEMBL204_Ki,scaffold,57652534,rf_std,0.6881874701099953,0.48384329425221617,0.46373504378931785,0.2043441758577791,0.2244524263206774
CHEMBL204_Ki,scaffold,57652534,d_wstd,0.5187670485542826,0.6616004962779156,0.5709292902005808,-0.14283344772363304,-0.052162241646298235
CHEMBL204_Ki,scaffold,57652534,d_nb,0.4846963175514108,0.17357735201601374,0.3958924386332799,0.3111189655353971,0.08880387891813091
CHEMBL204_Ki,scaffold,57652534,d_nn_sim,0.5390070921985816,0.058080024813895785,0.4107516715067198,0.48092706738468577,0.12825542069186174
CHEMBL204_Ki,scaffold,65555877,rf_std,0.7693482688391039,0.590506148126966,0.5307342060330108,0.1788421207121379,0.2386140628060931
CHEMBL204_Ki,scaffold,65555877,d_wstd,0.5093421052631579,0.5885473552816352,0.6382515181013304,-0.07920525001847722,-0.12890941283817248
CHEMBL204_Ki,scaffold,65555877,d_nb,0.5935675492192803,0.22926794395195882,0.41792015611025285,0.3642996052673215,0.1756473931090275
CHEMBL204_Ki,scaffold,65555877,d_nn_sim,0.658640350877193,0.05094398502106413,0.34999768228804523,0.6076963658561289,0.30864266858914774
CHEMBL204_Ki,scaffold,80882938,rf_std,0.7018111996331747,0.5681032189412077,0.5273529006476505,0.133707980691967,0.17445829898552423
CHEMBL204_Ki,scaffold,80882938,d_wstd,0.632379793061473,0.7138317191283293,0.613014132039654,-0.08145192606685636,0.019365661021818914
CHEMBL204_Ki,scaffold,80882938,d_nb,0.5271823236086434,0.361731843575419,0.49495314868402923,0.16545048003322438,0.032229174924614135
CHEMBL204_Ki,scaffold,80882938,d_nn_sim,0.5709449178332319,0.05614406779661017,0.33604724741615694,0.5148008500366217,0.23489767041707493
CHEMBL204_Ki,scaffold,62569839,rf_std,0.7601147776183644,0.5023743569449941,0.558518102722425,0.25774042067337033,0.20159667489593946
CHEMBL204_Ki,scaffold,62569839,d_wstd,0.6039162807058686,0.5689484672014065,0.6383667502088555,0.0349678135044621,-0.03445046950298691
CHEMBL204_Ki,scaffold,62569839,d_nb,0.46786226685796267,0.29674515235457066,0.28105996819159884,0.171117114503392,0.18680229866636383
CHEMBL204_Ki,scaffold,62569839,d_nn_sim,0.656709855191417,0.047082738160641686,0.18039891395154553,0.6096271170307753,0.4763109412398715
CHEMBL214_Ki,random,71339737,rf_std,0.7025717301602533,0.4182098765432099,0.5002605863192182,0.2843618536170434,0.2023111438410351
CHEMBL214_Ki,random,71339737,d_wstd,0.5648859543817527,0.6808574879227053,0.6880068143100511,-0.11597153354095258,-0.12312085992829835
CHEMBL214_Ki,random,71339737,d_nb,0.6077151904807601,0.3015528549382716,0.40604234527687294,0.30616233554248845,0.20167284520388712
CHEMBL214_Ki,random,71339737,d_nn_sim,0.6026210484193677,0.08272946859903382,0.23914821124361157,0.5198915798203338,0.3634728371757561
CHEMBL214_Ki,random,99182118,rf_std,0.7060033254572504,0.5274447949526814,0.4931806869089099,0.17855853050456905,0.2128226385483405
CHEMBL214_Ki,random,99182118,d_wstd,0.5940803382663847,0.7695238095238095,0.7061366213151927,-0.17544347125742477,-0.11205628304880799
